fold_id,asset,test_start_ts,test_end_ts,in_2022,n_test,sharpe_test
45,USDCHF,2011-07-29,2011-10-25,False,63,1.9608
45,EURGBP,2011-07-29,2011-10-25,False,63,-1.1122
45,EURJPY,2011-07-29,2011-10-25,False,63,0.5458
46,EURUSD,2011-08-29,2011-11-23,False,63,-0.9965
46,GBPUSD,2011-08-29,2011-11-23,False,63,-2.8277
46,USDJPY,2011-08-29,2011-11-23,False,63,0.2973
46,AUDUSD,2011-08-29,2011-11-23,False,63,1.3017
46,USDCAD,2011-08-29,2011-11-23,False,63,-1.1939
46,USDCHF,2011-08-29,2011-11-23,False,63,1.5138
46,EURGBP,2011-08-29,2011-11-23,False,63,0.5349
46,EURJPY,2011-08-29,2011-11-23,False,63,-0.4875
47,EURUSD,2011-09-27,2011-12-22,False,63,0.2414
47,GBPUSD,2011-09-27,2011-12-22,False,63,-1.3929
47,USDJPY,2011-09-27,2011-12-22,False,63,0.3327
47,AUDUSD,2011-09-27,2011-12-22,False,63,-3.1966
47,USDCAD,2011-09-27,2011-12-22,False,63,0.0
47,USDCHF,2011-09-27,2011-12-22,False,63,-1.0915
47,EURGBP,2011-09-27,2011-12-22,False,63,-0.2833
47,EURJPY,2011-09-27,2011-12-22,False,63,-0.8797
48,EURUSD,2011-10-26,2012-01-20,False,63,0.5614
48,GBPUSD,2011-10-26,2012-01-20,False,63,-1.6923
48,USDJPY,2011-10-26,2012-01-20,False,63,1.1511
48,AUDUSD,2011-10-26,2012-01-20,False,63,0.0
48,USDCAD,2011-10-26,2012-01-20,False,63,0.0
48,USDCHF,2011-10-26,2012-01-20,False,63,-1.8028
48,EURGBP,2011-10-26,2012-01-20,False,63,1.1016
48,EURJPY,2011-10-26,2012-01-20,False,63,-2.9468
49,EURUSD,2011-11-24,2012-02-20,False,63,2.8668
49,GBPUSD,2011-11-24,2012-02-20,False,63,0.3932
49,USDJPY,2011-11-24,2012-02-20,False,63,-2.6507
49,AUDUSD,2011-11-24,2012-02-20,False,63,-1.2176
49,USDCAD,2011-11-24,2012-02-20,False,63,0.0
49,USDCHF,2011-11-24,2012-02-20,False,63,0.3585
49,EURGBP,2011-11-24,2012-02-20,False,63,-0.8697
49,EURJPY,2011-11-24,2012-02-20,False,63,-3.0745
50,EURUSD,2011-12-23,2012-03-20,False,63,2.1781
50,GBPUSD,2011-12-23,2012-03-20,False,63,-0.2811
50,USDJPY,2011-12-23,2012-03-20,False,63,1.226
50,AUDUSD,2011-12-23,2012-03-20,False,63,-1.2176
50,USDCAD,2011-12-23,2012-03-20,False,63,0.0
50,USDCHF,2011-12-23,2012-03-20,False,63,1.0784
50,EURGBP,2011-12-23,2012-03-20,False,63,-0.8939
50,EURJPY,2011-12-23,2012-03-20,False,63,-4.0941
51,EURUSD,2012-01-23,2012-04-18,False,63,1.1695
51,GBPUSD,2012-01-23,2012-04-18,False,63,-0.4334
51,USDJPY,2012-01-23,2012-04-18,False,63,2.0435
51,AUDUSD,2012-01-23,2012-04-18,False,63,-2.3495
51,USDCAD,2012-01-23,2012-04-18,False,63,0.3396
51,USDCHF,2012-01-23,2012-04-18,False,63,0.9613
51,EURGBP,2012-01-23,2012-04-18,False,63,-3.8101
51,EURJPY,2012-01-23,2012-04-18,False,63,-3.3435
52,EURUSD,2012-02-21,2012-05-17,False,63,-0.1191
52,GBPUSD,2012-02-21,2012-05-17,False,63,0.6426
52,USDJPY,2012-02-21,2012-05-17,False,63,4.2759
52,AUDUSD,2012-02-21,2012-05-17,False,63,-4.688
52,USDCAD,2012-02-21,2012-05-17,False,63,0.3396
52,USDCHF,2012-02-21,2012-05-17,False,63,-0.1923
52,EURGBP,2012-02-21,2012-05-17,False,63,-3.8197
52,EURJPY,2012-02-21,2012-05-17,False,63,0.0101
53,EURUSD,2012-03-21,2012-06-15,False,63,-2.2579
53,GBPUSD,2012-03-21,2012-06-15,False,63,0.8161
53,USDJPY,2012-03-21,2012-06-15,False,63,2.454
53,AUDUSD,2012-03-21,2012-06-15,False,63,-1.9654
53,USDCAD,2012-03-21,2012-06-15,False,63,0.3396
53,USDCHF,2012-03-21,2012-06-15,False,63,-0.4241
53,EURGBP,2012-03-21,2012-06-15,False,63,-2.5015
53,EURJPY,2012-03-21,2012-06-15,False,63,2.6414
54,EURUSD,2012-04-19,2012-07-16,False,63,0.0
54,GBPUSD,2012-04-19,2012-07-16,False,63,1.4442
54,USDJPY,2012-04-19,2012-07-16,False,63,0.0
54,AUDUSD,2012-04-19,2012-07-16,False,63,-0.3986
54,USDCAD,2012-04-19,2012-07-16,False,63,0.0
54,USDCHF,2012-04-19,2012-07-16,False,63,0.0
54,EURGBP,2012-04-19,2012-07-16,False,63,-2.6749
54,EURJPY,2012-04-19,2012-07-16,False,63,3.3651
55,EURUSD,2012-05-18,2012-08-14,False,63,0.0
55,GBPUSD,2012-05-18,2012-08-14,False,63,0.4064
